age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
0, Private, Preschool, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,1,40, Mexico,0
0, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,0
0, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Poland,1
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
1, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States,0
0, ?, HS-grad, Married-civ-spouse, ?, Wife, Black, Female,1,0,20, United-States,0
0, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,1,0,8, ?,1
0, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
1, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,0
1, ?, 7th-8th, Widowed, ?, Not-in-family, Black, Male,0,0,40, United-States,0
0, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,40, United-States,1
0, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
0, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
0, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,1
0, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
0, Local-gov, HS-grad, Separated, Protective-serv, Other-relative, White, Female,0,0,40, United-States,0
1, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
0, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
0, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States,0
0, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, United-States,0
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
1, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia,0
0, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
0, State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
0, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States,0
0, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
0, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
0, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
0, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
0, Private, Some-college, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,0,0,26, India,0
0, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
0, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States,0
0, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States,0
0, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,0
0, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
0, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
0, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
1, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,32, United-States,0
1, ?, Some-college, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
1, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,48, United-States,0
0, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
1, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,37, Puerto-Rico,0
0, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States,0
1, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,0
0, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Mexico,0
0, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States,0
0, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States,0
1, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,1
1, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,1
0, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, Nicaragua,0
1, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, 12th, Never-married, Sales, Not-in-family, White, Male,1,0,50, United-States,0
0, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
0, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States,0
0, Self-emp-not-inc, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
1, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1,0,45, United-States,1
0, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
0, ?, 9th, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States,0
0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
0, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,0
0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,40, United-States,1
0, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
0, ?, Prof-school, Married-civ-spouse, ?, Husband, White, Male,1,0,10, United-States,1
0, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,1
1, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
0, Federal-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,1,0,40, Cambodia,0
0, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
1, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, France,0
1, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States,1
0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1,60, United-States,1
0, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States,0
0, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
1, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, 7th-8th, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, ?,0
0, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,1,0,32, United-States,1
0, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
0, Private, Prof-school, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,1
0, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
0, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,20, United-States,1
0, ?, Some-college, Never-married, ?, Own-child, White, Male,0,0,60, United-States,0
0, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
1, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
0, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,0,1,40, United-States,1
0, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,38, Germany,0
0, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States,0
0, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States,0
0, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0
0, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States,0
0, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States,0
0, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,1,0,40, United-States,0
0, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
1, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,1
0, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,42, Cambodia,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
0, Private, Some-college, Never-married, Sales, Other-relative, Other, Female,0,0,40, United-States,0
0, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, Cuba,0
0, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States,0
1, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
0, ?, 11th, Divorced, ?, Not-in-family, White, Female,0,0,49, United-States,0
0, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,1
0, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,1
0, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
1, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,0
1, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,32, United-States,0
0, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1
0, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States,0
0, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,1
0, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
0, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,0
1, Private, 11th, Separated, Other-service, Not-in-family, Black, Female,0,0,35, United-States,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1,40, United-States,1
1, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,45, United-States,0
0, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,90, United-States,0
1, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
1, Private, Doctorate, Divorced, Craft-repair, Not-in-family, White, Female,1,0,60, United-States,1
0, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
0, ?, HS-grad, Never-married, ?, Own-child, Black, Male,0,1,30, United-States,0
0, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States,0
0, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,26, United-States,0
1, Self-emp-not-inc, HS-grad, Married-AF-spouse, Craft-repair, Husband, White, Male,0,0,90, United-States,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland,0
0, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,0
0, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1,0,42, United-States,1
1, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
0, ?, HS-grad, Married-civ-spouse, ?, Not-in-family, White, Female,0,0,27, United-States,0
0, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States,0
0, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, Thailand,1
0, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,1,0,30, United-States,0
1, Federal-gov, 11th, Never-married, Sales, Not-in-family, Black, Female,1,0,40, United-States,0
0, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
0, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States,0
1, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,0
0, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,63, South,0
1, Private, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States,0
1, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany,1
1, ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male,1,0,84, United-States,1
0, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,24, United-States,0
0, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States,0
0, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States,0
1, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
0, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
0, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, China,0
1, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
0, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
0, Private, Preschool, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico,0
0, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States,0
1, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
0, ?, HS-grad, Divorced, ?, Own-child, White, Male,0,0,20, United-States,0
0, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,43, United-States,0
0, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
1, ?, Preschool, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Mexico,0
1, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, United-States,0
0, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States,0
1, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States,0
0, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States,0
0, State-gov, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
1, ?, Preschool, Married-spouse-absent, ?, Other-relative, White, Male,0,0,40, Mexico,0
0, ?, 12th, Never-married, ?, Own-child, White, Female,0,0,25, United-States,0
0, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Nicaragua,0
0, ?, Some-college, Divorced, ?, Unmarried, White, Female,0,0,50, United-States,0
0, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States,0
0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States,1
0, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
0, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1,65, United-States,1
0, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
0, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,0
1, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,42, United-States,0
0, Private, 11th, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
0, Private, 12th, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4, Peru,0
0, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,0
1, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, China,0
0, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,45, United-States,1
0, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
0, Private, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,40, United-States,0
0, Self-emp-not-inc, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
0, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, Mexico,1
0, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1,0,60, United-States,0
0, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
0, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
0, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, India,1
1, Self-emp-not-inc, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States,1
0, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States,0
0, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States,0
1, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0
0, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
1, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
0, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
0, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0
0, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,45, United-States,0
0, ?, 11th, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
0, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States,0
0, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
0, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
1, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0
0, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
0, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,0
0, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States,0
0, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States,0
0, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1,40, United-States,1
0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, ?,0
0, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,1,0,40, United-States,0
0, ?, Assoc-acdm, Never-married, ?, Not-in-family, White, Male,0,0,12, United-States,0
0, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, 10th, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,84, United-States,0
1, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan,1
0, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
0, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
0, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
1, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,32, United-States,0
1, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
0, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
0, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, United-States,0
0, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,1,0,80, ?,1
1, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
0, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, Scotland,0
1, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,1,0,50, United-States,1
0, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
0, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,38, United-States,1
1, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,50, United-States,1
0, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
0, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States,0
0, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,40, United-States,1
0, Private, 12th, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States,0
1, Private, 12th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,0
0, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,1,18, United-States,0
0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,1
1, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States,0
1, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,24, United-States,1
0, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States,0
0, Private, HS-grad, Separated, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States,0
0, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
0, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,1,0,40, United-States,0
0, ?, Some-college, Never-married, ?, Own-child, Black, Female,0,0,40, United-States,0
0, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,33, United-States,0
0, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,35, United-States,0
1, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
0, ?, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male,1,0,60, United-States,1
0, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0
0, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
0, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,49, United-States,0
0, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0
0, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,45, United-States,1
